"","ID","Fixed.Calls","Duration","Mobile","International","Broadband","Cluster"
"428","C169700",10.730445,412.897661,2.945631,0,626.928909,1
"429","C170200",103.094805,4840.148295,59.263052,10.057304,0,1
"430","C170300",76.888123,4987.22613,83.938571,16.777252,0,1
"431","C170600",87.449965,4340.669603,33.476961,30.989245,0,1
"432","C170700",158.14183,10670.1027,18.161705,7.793284,0,1
"433","C170800",122.664085,6574.528321,291.839748,40.678112,0.287561,1
"434","C170900",113.120147,9832.291427,1.051471,5.910375,0,1
"435","C171000",122.906511,6850.713457,20.659852,0,200.834909,1
"436","C171100",16.945375,1427.384355,0,9.222019,0,1
"437","C171200",108.832969,2403.073275,180.75372,0,783.810763,1
"438","C171500",121.042978,7042.480716,4.176761,22.180029,0,1
"439","C171700",70.553787,6086.588684,9.508362,5.585436,0,1
"440","C171900",51.085404,2445.986591,13.23797,5.427868,0,1
"441","C172000",133.746356,5765.410144,1.230907,9.632845,0,1
"442","C172200",95.699436,6911.159772,94.94458,39.898269,0,1
"443","C172300",108.196147,7624.635141,22.010187,11.03732,0,1
"444","C172700",122.098859,8033.331428,34.037225,4.851788,959.884964,1
"445","C172800",26.858202,4033.382508,10.200535,12.068981,0,1
"446","C172900",116.051816,6123.322211,115.801241,23.106701,0,1
"447","C173100",200.964056,10466.8996,137.768674,6.529694,203.435354,1
"448","C173200",55.586628,2851.280234,4.025644,0,1685.769462,1
"449","C173300",131.923351,8952.353768,2.773562,12.263169,0,1
"450","C173400",104.870879,7084.87221,94.300922,7.426456,0,1
"451","C173500",59.692321,5474.106574,7.285883,32.819572,3.691705,1
"452","C173600",104.541482,1878.052181,197.145991,79.847818,0,1
"453","C173700",80.415334,6369.596592,14.404862,0,2834.676133,1
"454","C173900",180.234419,7131.889934,3.580988,7.425216,0,1
"455","C174100",60.591298,7942.992802,5.216031,5.866917,0,1
"456","C174200",153.385247,8192.348141,0.796496,8.024767,0,1
"457","C174400",131.841993,9140.003275,1.771443,8.51987,27.848533,1
"458","C174500",73.631944,3700.576703,73.647892,14.308762,0,1
"459","C174600",159.499387,9520.838901,178.901788,43.574784,0,1
"460","C174700",36.594397,2932.976408,0.318123,7.206605,0,1
"461","C174800",120.315748,4634.989188,4.655005,14.938442,0,1
"462","C174900",63.561461,3368.917309,4.254129,5.424389,0,1
"463","C175300",21.123477,608.431328,1.561378,0,144.757525,1
"464","C175500",11.521813,709.461298,3.192527,0,230.872781,1
"465","C175600",40.158954,3923.126541,41.811312,0,1120.393417,1
"466","C175700",27.894604,1003.374185,79.90034,11.160541,0,1
"467","C176000",70.141028,2560.402718,316.872992,36.22568,0.611779,1
"468","C176100",120.146472,10795.2228,1.982769,6.772787,0,1
"469","C176200",97.223126,6836.985459,213.056507,28.364319,0,1
"470","C176300",115.925568,6096.754138,12.50919,6.364508,0,1
"471","C176400",67.989378,9256.805232,1.397306,13.365794,0,1
"472","C176600",70.615177,4272.111035,10.567826,5.746571,0,1
"473","C177000",96.974533,7891.112069,240.865837,0,2.341036,1
"474","C177300",58.016172,8839.323375,103.316138,0,215.34156,1
"475","C177600",71.283073,5485.602254,11.399748,7.368633,0,1
"476","C177700",105.886372,4807.410278,1.900811,8.421124,0.321187,1
"477","C177800",152.891464,8787.181857,166.657203,17.224668,0,1
"478","C177900",141.561662,8377.437712,96.745072,26.916397,0,1
"479","C178000",32.108925,2049.265615,0.150696,0,247.17475,1
"480","C178500",162.151368,9440.992083,54.845135,41.09268,0,1
"481","C178700",64.934501,3756.685197,49.602238,8.889595,0,1
"482","C178900",88.681268,8345.854961,1895.452082,0,335.127488,1
"483","C179000",218.420118,9788.585701,20.074905,6.229324,0,1
"484","C179400",82.448666,5731.26288,45.114141,6.28359,1270.031734,1
"485","C179500",115.502585,5693.88707,77.37878,28.83229,14.099715,1
"486","C179700",98.320371,8244.155901,6.260921,0,0.264361,1
"487","C179800",108.777607,10851.49619,49.29197,101.265104,0,1
"488","C179900",48.806679,4756.476433,1.123995,10.23729,0,1
"489","C180000",64.51597,3500.953855,3.993451,10.825091,0,1
"490","C180100",42.363651,4361.840533,12.065841,5.201926,0,1
"491","C180500",66.979688,2851.906776,200.939285,10.443365,339.049558,1
"492","C180600",55.412107,10345.55321,11.617225,16.976966,0,1
"493","C180800",193.912426,10745.62704,42.465043,48.670155,0,1
"494","C180900",132.813183,8654.000948,39.214938,6.339953,145.541056,1
"495","C181000",113.027746,7472.191091,13.741737,12.499893,0,1
"496","C181100",69.351859,3369.559179,155.57974,14.399597,0,1
"497","C181200",41.941209,3781.698391,0,0,298.054851,1
"498","C181400",102.539547,4760.206772,121.536136,31.988694,0,1
"499","C181500",159.853081,6934.66359,2.621167,8.973635,0,1
"500","C181600",48.961479,3395.691006,0.300118,6.403729,0,1
"501","C181700",48.484936,2330.788589,2.874797,6.541708,145.250573,1
"502","C181800",143.793958,9799.143453,15.154386,8.527142,0,1
"503","C181900",81.19003,5487.330962,36.96286,10.173854,0,1
"504","C182000",120.318856,10769.57663,412.192639,0,111.779298,1
"505","C182100",65.336069,5858.832865,118.875576,5.243415,0,1
"506","C182300",33.6955,2074.046046,0.319941,5.655431,0,1
"507","C182400",83.214462,3252.963721,222.85785,26.723307,0,1
"508","C182500",139.236256,8357.498907,14.858979,14.000355,0,1
"509","C182700",56.007974,5758.829138,3.413567,46.824293,0,1
"510","C182800",126.000499,8047.554318,2.555303,12.238677,0,1
"511","C182900",11.351973,907.021819,0.451621,10.801126,0,1
"512","C183000",108.069042,8634.375058,18.808011,16.567131,0,1
"513","C183200",114.139465,5633.53631,10.069343,5.539755,0,1
"514","C183300",59.415261,3096.819437,3.303814,8.138059,0,1
"515","C183500",62.230847,6227.648697,41.428235,14.062257,31.177454,1
"516","C183600",193.443594,9961.601463,115.827375,0,2155.468174,1
"517","C183800",109.204676,9574.596075,27.502794,6.865941,0,1
"518","C183900",126.854282,9256.894373,22.220419,8.407952,0,1
"519","C184000",37.431708,3005.586743,1.286032,6.118039,0,1
"520","C184100",72.662106,4337.021168,39.96385,15.016232,0,1
"521","C184300",158.941136,7318.638959,55.304465,14.282183,0,1
"522","C184400",132.970491,4314.456013,252.94791,91.788768,294.975754,1
"523","C184500",151.560039,8473.629989,8.552143,8.981504,0,1
"524","C184800",123.870805,7038.876885,104.764555,14.491206,0,1
"525","C184900",77.370724,3645.44932,25.277565,0,705.365867,1
"526","C185000",25.264574,5202.968193,1.73717,24.599913,0,1
"527","C185200",63.159566,4481.847657,10.21731,6.717479,0,1
"528","C185600",34.47762,7978.31888,5.939821,22.845579,0,1
"529","C186100",103.393689,6509.751868,11.575788,8.377125,0,1
"530","C186200",63.72862,3747.513624,48.074031,42.047926,48.783135,1
"531","C186300",37.874936,1968.022942,28.554712,2.490513,2702.039779,1
"532","C186400",42.469387,2631.704859,0.47928,8.87907,0,1
"533","C186500",126.601787,6028.362448,36.665587,9.313336,9.036537,1
"534","C186900",16.917899,701.095947,0.154534,0,129.811563,1
"535","C187200",147.206015,9590.618013,31.213126,12.451283,0,1
"536","C187400",42.630907,2353.178539,155.136621,17.860719,0,1
"537","C187600",77.980487,6239.11873,0.754923,11.676444,0,1
"538","C187800",81.261459,4771.004312,27.507362,7.171838,35.967123,1
"539","C188000",117.252147,7060.191193,11.703749,18.926941,0,1
"540","C188100",130.870637,5427.559001,172.200592,25.934179,67.764848,1
"541","C188200",75.577298,5046.87254,6.881156,52.878778,0,1
"542","C188300",193.049371,8124.862853,44.190745,5.785118,0,1
"543","C188400",120.853828,6299.188416,69.466517,12.460172,2.436042,1
"544","C188500",88.572228,5167.724407,5.03064,0,717.815921,1
"545","C188800",118.260747,5946.247968,81.012544,12.931614,11.136741,1
"546","C189000",118.078589,5942.032208,3.303495,13.318216,9.681505,1
"547","C189100",41.202788,2621.583568,45.845939,29.056928,0,1
"548","C189300",219.768504,10499.22312,0.782382,14.486639,0,1
"549","C189700",152.10452,10723.27696,2.285361,0,1209.545699,1
"550","C189800",119.475387,2334.963924,149.63835,97.149273,0,1
"551","C189900",37.862318,2209.156624,0.940786,9.776937,0,1
"552","C190000",150.008355,10659.5558,225.905719,0,1.501424,1
"553","C190100",51.180078,3661.987789,0.651588,15.377272,0,1
"554","C190300",46.815886,3512.929379,39.348487,5.705004,0,1
"555","C190600",75.319779,4508.050174,0.802271,0,534.789481,1
"556","C190700",41.547344,2123.727485,1.279121,8.930168,0,1
"557","C190900",63.918747,3149.757159,4.076498,7.677283,0,1
"558","C191100",59.908193,3934.347394,19.132998,0,479.601881,1
"559","C191400",66.505157,4578.022051,21.686061,5.056564,0,1
"560","C191500",155.816373,11553.21093,0.639406,15.291317,0.064298,1
"561","C191600",31.043229,1382.395853,49.370303,11.621093,0,1
"562","C191700",48.983345,3050.124077,3.486025,11.630345,0,1
"563","C191900",40.159075,4489.74815,5.310558,37.904255,0,1
"564","C192200",24.268542,573.781033,49.485578,15.890172,0,1
"565","C192300",90.264775,9738.403873,0.158009,0,503.490036,1
"566","C192600",77.099036,4014.013092,12.823161,15.516514,0,1
"567","C192700",122.76777,5891.784475,98.779189,3.053814,1300.788481,1
"568","C192800",24.26796,1764.558125,0.302743,7.819127,0,1
"569","C192900",58.648831,8488.392917,1.164841,0,32.075022,1
"570","C193100",196.336306,10850.54799,29.41861,6.655786,0,1
"571","C193200",76.55851,3158.587064,20.969533,9.036645,0,1
"572","C193300",127.989278,11498.12779,11.955241,5.971867,270.560676,1
"573","C193800",119.60771,7592.290072,22.029601,8.794846,0,1
"574","C194200",70.256202,5524.726076,0.154068,7.041493,0,1
"575","C194300",61.744698,4486.12083,30.491397,0,26.127704,1
"576","C194800",98.893144,4307.181071,4.155274,5.46344,520.530693,1
"577","C195100",184.213053,10053.47183,1.966585,16.827328,0,1
"578","C195500",129.661099,7972.022628,41.163539,15.541935,0,1
"579","C195600",184.817729,8335.150068,21.367733,10.83009,101.141876,1
"580","C195700",73.121346,4383.833738,4.068036,7.389283,0,1
"581","C196000",97.559182,3960.596786,4.096135,6.118413,0,1
"582","C196200",94.48479,5809.124509,4.912286,8.401991,1.982265,1
"583","C196300",105.643444,8879.287691,54.547893,9.604381,3.260209,1
"584","C196400",181.512815,9525.032846,2.872292,8.324647,3.071487,1
"585","C196600",87.64249,7011.400279,23.695203,9.878742,540.350082,1
"586","C196900",147.808136,11746.21334,41.685847,6.831745,0,1
"587","C197000",44.185279,2051.174976,2.057671,7.051953,0,1
"588","C197100",90.307889,11659.59415,21.185652,0,0,1
"589","C197200",206.761966,9964.348516,10.854963,9.097797,0,1
"590","C197300",84.04599,6321.646603,190.886537,16.152373,0,1
"591","C197400",100.445072,6096.134203,46.639986,10.517185,0,1
"592","C197500",72.809922,5187.994131,0.765242,7.363597,0,1
"593","C197700",62.522779,8298.963943,54.420018,6.317388,7.426177,1
"594","C197800",42.054668,4856.865284,1.55059,8.338153,0,1
"595","C198000",46.517337,2333.335134,88.670409,7.248195,0,1
"596","C198100",65.958506,7229.94419,21.477403,7.507964,0,1
"597","C198200",57.923793,7303.916202,32.291484,15.311741,0,1
"598","C198500",51.22789,4133.569037,18.387112,15.610469,8.85681,1
"599","C198600",172.818021,11555.30519,3.180579,29.648984,0,1
"600","C198700",220.96911,3236.228956,274.224901,190.900384,0,1
"601","C198800",71.7815,4553.441432,60.678886,5.844226,0,1
"602","C199000",179.02688,11246.05467,32.325735,10.892883,18.637498,1
"603","C199200",56.33371,4665.803479,0.605831,0,556.90532,1
"604","C199400",157.797284,10690.03645,45.026871,9.591246,0,1
"605","C199500",84.203354,8937.128119,283.97049,18.085191,401.519394,1
"606","C199600",75.564107,2791.56872,243.508414,38.314514,1.284141,1
"607","C199700",98.468663,4155.777332,49.211697,29.383887,27.642893,1
"608","C199800",37.674935,4162.801947,22.077102,8.04118,113.320566,1
"609","C200000",38.372743,2430.21302,104.681937,0,1116.924171,1
"610","C200100",110.737517,10353.21262,31.313896,10.355567,0,1
"611","C200300",24.267986,688.738171,196.114872,14.164027,0.336457,1
"612","C200600",188.424124,7906.606055,3.661019,0,0,1
"613","C200800",184.457153,7613.226601,94.54339,21.154889,0,1
"614","C200900",81.244273,2505.012817,260.441465,19.904957,0,1
"615","C201000",42.80441,4715.116979,11.442224,17.022156,0,1
"616","C201100",63.011383,8418.515449,14.015252,52.995294,0,1
"617","C201200",127.729788,5396.022775,142.138207,111.016931,0,1
"618","C201300",65.089091,4688.362407,4.644646,0,487.082305,1
"619","C201600",171.63312,11283.67875,66.391533,0,0,1
"620","C201700",97.769004,4141.277191,100.574618,0,1582.547967,1
"621","C201800",74.148198,5587.314297,161.893453,34.240958,0,1
"622","C201900",32.153284,1258.381419,54.653308,0,1339.706985,1
"623","C202000",123.513003,11360.59807,2.093552,8.677788,0,1
"624","C202100",86.665672,6350.582734,67.9864,11.098664,1.318077,1
"625","C202300",99.387038,9066.076043,81.660761,17.808717,0,1
"626","C202400",125.660496,8768.104624,6.414775,5.796542,0,1
"627","C202500",117.056103,6833.794759,4.274695,32.591638,8.685447,1
"628","C202600",156.752587,9982.222889,72.068944,0,1460.203035,1
"629","C202700",111.846933,4741.800009,145.139144,27.797129,0,1
"630","C202800",108.438103,3884.571542,34.161599,0,986.643871,1
"631","C202900",56.589751,2426.586191,17.076908,11.804318,0,1
"632","C203000",27.780332,2376.304418,2.635426,5.718815,0,1
"633","C203100",84.253266,5612.208798,32.11494,9.312976,0,1
"634","C203200",156.764651,8138.430122,88.174667,9.848753,3657.937968,1
"635","C203300",94.87026,5819.040799,6.389355,14.90276,0,1
"636","C203400",70.986629,8241.320496,12.637296,0,717.528857,1
"637","C203600",156.694727,10779.3103,199.822184,27.325647,10.90145,1
"638","C203700",67.893623,10778.33109,128.939239,0,249.987118,1
"639","C203800",74.003917,7313.604345,7.096345,6.915489,0,1
"640","C203900",121.850534,5102.588885,8.004292,11.241533,0,1
"641","C204000",8.204879,4300.331283,1.400242,8.041172,0,1
"642","C204200",73.336828,5138.568351,2.267752,10.116548,0,1
"643","C204300",126.994951,10093.69612,30.623548,7.648249,0,1
"644","C204400",54.800267,3497.534567,15.166843,15.841391,0,1
"645","C204500",20.791998,1458.646445,8.656208,0,1160.726537,1
"646","C204600",90.503451,4156.924811,15.497792,13.213409,0,1
"647","C204700",130.089167,5109.761166,11.243067,5.487289,0,1
"648","C204800",97.104633,2332.04868,3.646137,11.869435,0,1
"649","C204900",19.381759,2414.35184,20.935676,0,1307.05815,1
"650","C205000",108.475566,10865.42327,681.656078,0,743.64758,1
"651","C205200",170.735278,10047.74138,4.905891,7.21167,0,1
"652","C205300",47.319213,2579.703255,7.248596,0,953.310246,1
"653","C205500",80.027415,7048.766171,31.419263,47.177631,0,1
"654","C205800",128.793777,6556.270872,3.617422,0,207.401132,1
"655","C206100",41.414177,3488.766139,0.493568,0,506.638219,1
"656","C206200",81.29636,3514.329696,16.816471,19.117244,191.786461,1
"657","C206300",91.924387,7814.730023,30.467077,9.885374,2.572088,1
"658","C206500",62.259734,7596.868484,35.112293,0,758.276233,1
"659","C206600",17.122242,1626.490366,2.156687,10.859017,0,1
"660","C206800",38.254069,4267.37892,7.363043,9.764037,0,1
"661","C206900",105.283,7816.979311,78.281835,17.60123,0,1
"662","C207100",80.225684,6982.068575,0.903567,6.298719,0.977211,1
"663","C207200",92.249148,4244.879153,95.025914,30.295936,0,1
"664","C207400",30.523856,1163.728083,10.733545,0,342.446802,1
"665","C207500",163.57116,9697.854059,54.353621,22.850926,30.925829,1
"666","C207600",36.570393,2814.441823,0.312556,7.579289,0,1
"667","C207700",65.649586,4692.924829,43.758992,13.801864,0,1
"668","C207800",68.37776,3799.759532,1.08114,0,423.619577,1
"669","C207900",87.310126,5879.101599,5.860756,6.497843,0,1
"670","C208000",83.747087,5891.667762,13.127514,5.442246,546.016525,1
"671","C208200",87.358253,8676.174135,100.782044,0,36.328684,1
"672","C208300",90.007345,7044.01043,44.104496,0,4.894351,1
"673","C208400",111.946234,6436.381167,6.1721,10.05661,0,1
"674","C208600",16.162735,1567.183918,25.789461,5.510269,0,1
"675","C208700",114.123166,10137.45439,48.639619,9.801901,22.174588,1
"676","C208800",0.812394,9.391482,5.096523,0,427.776802,1
"677","C208900",146.243039,10776.4683,5.648186,6.150942,0,1
"678","C209200",30.155387,2352.076236,1.262813,9.26402,0,1
"679","C209500",114.180489,9869.773073,10.392311,0,769.251126,1
"680","C209600",163.312893,5795.101418,34.992468,6.610082,0,1
"681","C209700",163.349388,8383.570508,108.067991,32.132186,0,1
"682","C209800",105.785096,7487.28099,65.545391,12.204268,0,1
"683","C209900",39.929786,1599.314937,147.205018,10.972778,1.571388,1
"684","C210000",127.976276,6917.069048,40.091021,0,120.953403,1
"685","C210100",137.05462,4886.193198,9.499975,6.750016,0,1
"686","C210200",99.94189,5775.851569,80.94358,0,0,1
"687","C210400",59.074822,5310.45999,52.14688,5.865905,0,1
"688","C210500",53.090737,3403.599208,21.281922,15.356514,0,1
"689","C210600",126.996228,9564.575573,5.436478,13.323908,145.837959,1
"690","C210700",207.989863,11079.84805,115.925965,43.903828,0,1
"691","C210800",83.256021,4710.199378,1.405192,13.873606,0,1
"692","C210900",11.308189,937.459613,2.106914,0,329.968967,1
"693","C211000",112.134577,8329.514435,5.284608,23.321471,0,1
"694","C211100",212.602886,11533.21411,412.999517,0,1744.465936,1
"695","C211300",66.085346,5469.770143,2.262437,0,191.778927,1
"696","C211500",135.3174,4133.319469,215.012893,121.798202,692.094892,1
"697","C211600",183.901605,10630.79729,224.41235,99.976824,0,1
"698","C211700",199.741858,11387.73686,7.135222,5.058852,0,1
"699","C211900",152.898365,7914.510334,8.278689,9.416627,24.542796,1
"700","C212400",25.137308,1923.990149,19.419304,20.449214,0,1
"701","C213100",92.215925,6195.593042,1.421501,0,516.611976,1
"702","C213300",133.772763,9308.622113,86.818289,13.173603,2051.818876,1
"703","C213600",160.145239,8633.599,211.260591,0,33.219367,1
"704","C213900",125.21408,6144.959321,151.551544,24.782576,0,1
"705","C214000",68.047828,4524.108014,5.512005,28.224141,0,1
"706","C214100",128.379317,3765.14848,3.791445,0,1900.346223,1
"707","C214200",122.482257,9784.376834,23.282284,10.851516,0,1
"708","C214300",52.203959,7062.621723,16.599039,15.648001,147.294635,1
"709","C214400",106.194345,8701.648051,74.991227,11.81694,192.878278,1
"710","C214500",128.419099,7298.181197,52.712384,0.610139,758.724473,1
"711","C214600",82.06984,5085.551233,33.145563,32.898563,0,1
"712","C214700",81.560331,4392.619343,6.022003,6.483654,0,1
"713","C214900",150.627098,11263.73314,123.337596,11.440885,0,1
"714","C215100",67.246611,4142.203345,5.658733,22.28844,0,1
"715","C215200",61.547659,3318.477434,10.412882,7.677918,0,1
"716","C215400",126.409834,6454.928548,3.439579,13.92285,0,1
"717","C215600",62.946097,7156.243479,3.163011,0,39.482362,1
"718","C215700",8.415963,1124.405409,0.938636,8.087871,0,1
"719","C215800",63.136827,5016.63015,86.82559,0,813.830692,1
"720","C215900",50.060248,3285.781034,82.309446,9.920035,0,1
"721","C216100",39.305667,2390.84666,130.115031,11.01684,19.90151,1
"722","C216200",63.095604,6165.846611,4.425267,5.730971,0,1
"723","C216400",176.359351,1231.959896,195.078101,163.125383,0,1
"724","C216500",148.164318,8578.971519,15.632147,21.234813,9.962034,1
"725","C216600",89.668402,7146.679487,43.385431,5.330891,0,1
"726","C216800",139.877502,6884.820725,1.115075,5.869363,0,1
"727","C217000",127.249744,8551.808584,7.998088,12.286358,0,1
"728","C217100",84.293049,9846.778093,24.411781,0,535.903277,1
"729","C217300",81.64952,7117.388659,9.160541,0,551.014215,1
"730","C217400",110.508513,9528.683134,11.193197,0,138.942697,1
"731","C217500",100.278711,10390.51137,82.878538,17.322171,0.147112,1
"732","C217600",184.901063,10577.85566,7.297469,6.360775,19.151771,1
"733","C217900",113.625607,5865.367762,153.214806,0,4.528704,1
"734","C218000",50.285024,3775.356367,9.792675,6.292958,0,1
"735","C218100",60.105039,6464.180173,4.454001,0,34.264015,1
"736","C218200",63.730004,5825.500692,310.251391,9.653204,35.355259,1
"737","C218300",184.280902,9070.282515,7.310078,0,136.703913,1
"738","C218400",109.635643,7119.40215,0.661625,11.847153,50.432486,1
"739","C218600",20.573173,1304.183637,0.322239,0,335.331174,1
"740","C218700",43.866902,5704.917924,34.553278,34.408034,0,1
"741","C218900",119.465227,9138.316019,4.117861,5.105311,35.264449,1
"742","C219000",74.923301,4046.896944,11.782814,0,1180.71191,1
"743","C219100",147.528162,5269.08005,1.934819,24.110853,0,1
"744","C219200",38.455765,1881.406946,12.313437,6.895403,0,1
"745","C219300",61.668274,5102.836608,2.989786,0,327.11655,1
"746","C219400",16.644039,2760.678999,2.227173,0,146.362645,1
"747","C219500",151.555213,8624.14227,116.593512,69.779539,0,1
"748","C219600",142.166577,5941.987628,16.020454,0,26.523714,1
"749","C219700",110.443601,8596.841024,50.975636,0,298.217561,1
"750","C220100",42.583383,3224.467879,14.579598,0,67.573201,1
"751","C220300",99.126613,7656.322546,8.268927,0,222.572892,1
"752","C220500",28.83197,2177.425302,0.786371,6.008116,0,1
"753","C220600",116.925855,5689.191564,193.896477,0,62.563842,1
"754","C220700",129.451314,6533.917473,2.791336,7.842853,0,1
"755","C220800",44.335887,3074.075758,2.260925,5.663502,38.667275,1
"756","C220900",79.789696,8169.032928,1.91358,0,780.926862,1
"757","C221000",23.109725,1313.139462,8.888543,15.014697,0,1
"758","C221100",124.293233,9974.925191,35.525292,6.239101,0,1
"759","C221200",16.616219,993.366287,0.156182,0,397.535232,1
"760","C221300",8.746216,673.17675,2.072882,8.161979,0,1
"761","C221400",114.629638,5648.041705,80.66769,24.274621,0,1
"762","C221600",90.112609,8664.742849,8.893645,0,777.455802,1
"763","C221700",45.083283,2132.780555,10.189778,8.675434,0,1
"764","C221800",62.845439,5712.744328,1.1076,6.387768,0,1
"765","C221900",244.719073,10788.10457,316.76799,116.730834,12.876249,1
"766","C222000",124.209016,9182.949028,4.135514,8.298418,0,1
"767","C222500",107.804055,6363.169011,3.473571,11.41791,0,1
"768","C222700",124.692369,7240.26298,5.002678,0,35.57391,1
"769","C222800",79.915824,7500.145828,7.870312,48.828155,0,1
"770","C223000",103.406126,7038.606394,4.89339,0,52.25485,1
"771","C223200",101.647519,11563.62591,0,0,597.431104,1
"772","C223300",117.032102,6782.164735,9.932027,5.810163,5.690427,1
"773","C223400",93.536689,4495.205266,5.364347,7.979108,0,1
"774","C223500",53.759339,5992.06489,122.19291,0.153137,666.679506,1
"775","C223600",113.288596,3882.165414,157.465685,9.602329,0.759447,1
"776","C223700",93.821351,6281.772906,9.67853,5.140877,0,1
"777","C223800",64.874882,5162.516097,18.098084,9.303628,0,1
"778","C224200",235.92294,7906.311584,82.980525,0,2871.982018,1
"779","C224400",112.523671,8297.288247,31.21769,5.016009,63.400217,1
"780","C224700",113.334873,141.256037,704.019413,103.069394,0,1
"781","C224800",122.931212,5139.967869,64.999029,37.10926,0,1
"782","C224900",142.935248,7009.99856,3.928947,0,1362.09648,1
"783","C225000",139.155287,7567.612146,119.725266,28.498419,514.655957,1
"784","C225100",105.920034,7224.345308,16.131545,5.281038,0,1
"785","C225300",135.255721,8122.161217,19.125963,10.958496,0,1
"786","C225400",159.359087,11328.90011,196.650582,5.900653,0,1
"787","C225500",85.087211,4479.089379,2.768625,6.027811,0,1
"788","C225600",213.237196,11499.45662,52.388953,17.001878,8.993283,1
"789","C225900",103.111184,8551.739366,1.593087,0,658.660058,1
"790","C226000",74.766752,5751.285483,2.482697,0,1042.671681,1
"791","C226100",44.886198,2475.27636,15.472925,35.615846,0,1
"792","C226400",65.91868,7427.652519,106.572642,19.282847,2.931881,1
"793","C226600",134.188311,2969.062148,50.547619,0,738.338248,1
"794","C226700",101.086479,5136.21329,84.880948,16.003969,0,1
"795","C226800",160.321736,6913.369389,67.617758,8.442345,0,1
"796","C226900",55.421141,5699.327526,25.694573,13.407655,0,1
"797","C227000",56.323275,3983.254279,1.748872,0,384.32282,1
"798","C227100",57.012714,1873.869289,39.907358,0,742.517787,1
"799","C227300",89.809108,4501.730466,77.883794,0,273.27657,1
"800","C227400",33.19068,4628.742102,0,0,346.357774,1
"801","C227500",38.576305,689.104873,46.221858,29.022344,0,1
"802","C228400",128.109426,10610.07334,20.29358,31.472905,0,1
"803","C228500",229.215235,10747.83491,129.551542,0,588.457597,1
"804","C229000",195.694254,11682.35844,178.745166,12.752297,0,1
"805","C230000",64.974629,5025.580973,4.25685,0,1387.703545,1
"806","C232000",87.678337,6483.056923,8.810589,12.179471,0,1
"807","C233000",196.504808,9656.852062,6.973264,45.176872,0,1
"808","C234000",108.410164,9518.461722,96.257472,69.582008,223.936684,1
"809","C236000",82.234818,4991.496196,28.859211,6.914616,0,1
"810","C237000",44.870492,4602.160912,11.182423,10.681959,0.335827,1
"811","C238000",137.434196,5576.039479,187.9188,95.476478,866.827993,1
"812","C239000",121.399959,5979.096099,43.621671,12.051568,0,1
"813","C241000",84.749926,4148.503238,36.843047,25.407153,0,1
"814","C245000",150.54254,7640.886951,118.358494,21.655914,0,1
"815","C247000",15.023697,5206.809079,5.864432,12.536675,0,1
"816","C249000",93.826753,6992.562069,0.601306,8.361266,0,1
"817","C252000",61.932198,3919.606812,20.848395,10.519191,0,1
"818","C253000",107.144766,6804.69283,58.68269,24.344709,4.566309,1
"819","C254000",55.546554,2969.198482,26.802338,18.828225,0,1
"820","C256000",94.192875,9047.295216,0.641174,6.634306,0,1
"821","C257000",128.029323,9731.284183,12.169813,8.371671,107.423646,1
"822","C258000",82.842111,5401.908639,79.96223,18.056546,0,1
"823","C262000",44.967395,4797.181115,3.562092,9.730158,0,1
"824","C263000",59.887647,3637.627715,2.312465,26.890952,0,1
"825","C265000",162.193799,7407.484426,16.872081,16.572889,14.328368,1
"826","C268000",118.16968,5833.936309,100.426831,55.779658,0,1
"827","C269000",179.69792,8584.639817,241.974199,0,66.30038,1
"828","C270000",126.480696,9963.188962,303.51402,35.616097,0,1
"829","C271000",47.264908,3540.671716,0.832772,23.873461,0,1
"830","C272000",100.305185,9063.344473,0.330475,7.339095,0,1
"831","C274000",116.009391,8249.212637,7.474726,33.781568,1.072976,1
"832","C275000",42.622254,4302.279634,13.747027,6.690915,0,1
"833","C276000",86.463319,5738.893819,85.268883,20.094525,0,1
"834","C277000",138.569342,10830.8698,104.381868,0,1482.512883,1
"835","C279000",61.199527,2493.393968,14.868213,17.077875,0,1
"836","C281000",85.549409,10976.4168,10.05775,0,634.153139,1
"837","C283000",57.754636,3395.905924,20.016238,22.984816,0,1
"838","C284000",88.191883,7021.05372,82.148312,17.196194,0,1
"839","C285000",179.668044,11174.28731,165.40846,32.767611,0,1
"840","C288000",193.555685,8732.955326,27.924406,35.882316,0,1
"841","C289000",110.313927,11314.96362,55.61789,28.677004,0,1
"842","C290000",202.242938,6059.553719,271.1078,137.885956,4.713718,1
"843","C293000",168.552118,10204.94424,11.872733,19.082912,0,1
"844","C294000",14.152847,1071.399099,0.604822,5.102996,0,1
"845","C296000",63.369556,3475.222126,0.804223,0,649.804891,1
"846","C298000",30.125575,2548.261537,1.782332,13.607015,0,1
"847","C301000",147.6799,8652.935104,31.432008,27.696918,6.063538,1
"848","C305000",161.008728,7701.807408,9.065897,8.745645,27.434235,1
"849","C306000",90.329214,5494.750616,28.839963,18.76802,0,1
"850","C307000",119.444117,6582.453082,23.773913,31.099641,1.24812,1
"851","C309000",69.310834,4153.556771,28.711645,16.137888,33.815219,1
"852","C312000",75.146912,8196.880647,3.237386,24.45155,0,1
"853","C316000",89.212176,5928.598734,13.627658,7.414885,0,1
"854","C317000",74.408267,5354.36844,1.143607,13.986585,0,1
"855","C318000",70.223779,4466.764393,12.990167,12.145137,0,1
